xi,chosen,rejected,best_V,worst_V,delta_V,rel_V
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8708.json,open(125); open(131); open(141),open(41); open(128); open(S6:136),11934.694701513603,12010.086462909709,75.39176139610572,1.0063170247150557
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3021.json,open(41); open(128); open(S6:136),open(S2:15); open(S1:34); open(S3:70),12016.985857668333,14954.74476558902,2937.7589079206864,1.2444672019020502
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8378.json,open(105); open(128); open(S6:136),open(105); open(128); open(S130:132),12361.28045148732,12874.535898851947,513.2554473646269,1.0415212201825639
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(131); open(149),open(118); open(131); open(149),12086.41970043824,14472.878275313758,2386.458574875518,1.1974495867282342
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(131); open(149),open(118); open(131); open(S7:150),12086.41970043824,14439.684200568181,2353.2645001299406,1.1947031923808349
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(118); open(131); open(S7:150),open(118); open(131); open(149),14439.684200568181,14472.878275313758,33.19407474557738,1.0022988089133051
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(S7:149),open(131),11827.708607092292,11827.884644525117,0.17603743282415962,1.000014883477322
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(S7:149),open(131); open(149); open(S7:150),11827.708607092292,11827.758631911198,0.0500248189055128,1.0000042294598699
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(149); open(S7:150),open(131),11827.758631911198,11827.884644525117,0.12601261391864682,1.0000106539723916
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),open(S3:70); open(S3:71); open(S3:72),11925.51826093855,18481.251408911005,6555.733147972454,1.549723123517863
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),open(131); open(S7:150),11925.51826093855,11925.908396410998,0.3901354724475823,1.0000327143411223
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),open(131),11925.51826093855,11925.885016840448,0.36675590189770446,1.0000307538753346
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),open(131); open(149); open(S7:150),11925.51826093855,11925.615942696422,0.09768175787212385,1.0000081909863987
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131); open(149),open(S4:96); open(S7:150); open(S1:34),11786.48262147758,13833.365662150924,2046.8830406733432,1.173663603163803
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131); open(149),open(131); open(141); open(S7:150),11786.48262147758,11790.057859337681,3.5752378601009696,1.0003033337404312
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131); open(149),open(131),11786.48262147758,11786.72769579278,0.24507431520032696,1.0000207928287914
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131); open(149),open(131); open(149); open(S7:150),11786.48262147758,11786.553727493732,0.0711060161520436,1.0000060328444402
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9528.json,open(105); open(128); open(S6:136),open(41); open(128); open(S6:136),13982.456606775522,14044.388620966936,61.932014191414055,1.004429265609979
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2976.json,open(105); open(128); open(S6:135),open(105); open(128); open(S6:136),14593.713628868412,14594.188178219136,0.47454935072346416,1.000032517381305
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(125); open(131); open(141),open(S1:34); open(S2:15); open(S3:70),11919.24530986184,14951.905324466648,3032.6600146048077,1.254433895415813
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(125); open(131); open(141),open(37); open(S5:123); open(131),11919.24530986184,12187.82309313114,268.5777832692984,1.0225331198651546
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(37); open(S5:123); open(131),open(S1:34); open(S2:15); open(S3:70),12187.82309313114,14951.905324466648,2764.0822313355093,1.2267904785140262
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7547.json,open(105); open(128); open(S6:136),open(105); open(128); open(S1:41),11917.054518489816,12030.051224241146,112.9967057513295,1.0094819324335564
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S4:99); open(118); open(S7:131),open(118); open(131); open(149),14197.254915670694,14213.197310072295,15.942394401601632,1.0011229209094503
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S4:99); open(118); open(S7:131),open(118); open(131); open(S7:149),14197.254915670694,14213.197310072295,15.942394401601632,1.0011229209094503
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S4:99); open(118); open(S7:131),open(118); open(S6:135); open(149),14197.254915670694,14213.10515389519,15.850238224496934,1.0011164297829858
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(S4:99); open(118); open(S7:131),open(118); open(131),14197.254915670694,14204.600032032085,7.345116361391774,1.0005173617297864
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1932.json,open(105); open(128); open(S6:136),open(105); open(128); open(S3:71),11871.623177169706,15896.784016814192,4025.1608396444863,1.339057328519765
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6334.json,open(105); open(128); open(S6:136),open(119); open(S5:123); open(125),11775.752926115494,13762.94620302893,1987.1932769134364,1.1687529697151142
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(S7:150),open(131); open(149); open(S7:150),12700.112093323482,13169.067206336227,468.95511301274564,1.0369252735382768
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(S7:150),open(131); open(S7:150),12700.112093323482,12846.216176542144,146.1040832186627,1.0115041569826357
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(S7:150),open(131),12700.112093323482,12705.28894524229,5.176851918808097,1.0004076225375624
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(131); open(149); open(S7:150),12705.28894524229,13169.067206336227,463.77826109393754,1.0365027716483068
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S4:105); open(128); open(S6:136),open(131); open(149),13223.165203592996,13287.390172617603,64.22496902460625,1.004857004207068
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(149),open(S1:34); open(S2:15); open(S3:70),11827.708607092292,14861.623369815146,3033.914762722854,1.2565090892502726
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(149),open(131),11827.708607092292,11827.884644525117,0.17603743282415962,1.000014883477322
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(149),open(131); open(149); open(S7:150),11827.708607092292,11827.758631911198,0.0500248189055128,1.0000042294598699
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(149); open(S7:150),open(S1:34); open(S2:15); open(S3:70),11827.758631911198,14861.623369815146,3033.8647379039485,1.2565037749179804
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(131); open(149); open(S7:150),14294.908808811517,14312.086889763956,17.178080952438904,1.0012016922375784
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(131); open(S7:150),14294.908808811517,14294.958444113532,0.04963530201530375,1.000003472236352
