xi,chosen,rejected,best_V,worst_V,delta_V,rel_V
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8708.json,open(125); open(131); open(141),open(41); open(128); open(S6:136),11934.694701513603,12010.086462909709,75.39176139610572,1.0063170247150557
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(131),open(34); open(15); open(70),11912.668639815325,14873.03251015112,2960.3638703357956,1.248505516256993
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(131),open(118); open(131); open(149),11912.668639815325,14472.878275313758,2560.2096354984333,1.2149148702870427
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(131),open(118); open(131); open(S7:150),11912.668639815325,14439.684200568181,2527.015560752856,1.2121284186741244
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9002.json,open(131),open(131); open(149); open(S7:150),11912.668639815325,12441.540219596372,528.8715797810473,1.0443957265808115
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(S6:135); open(149),open(131); open(149); open(S7:141),11827.605035537637,12003.451996362868,175.84696082523078,1.014867503632128
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(S6:135); open(149),open(131); open(141); open(S7:150),11827.605035537637,11831.017512985924,3.412477448286154,1.0002885180421592
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(S6:135); open(149),open(131); open(141),11827.605035537637,11831.011259827317,3.4062242896798125,1.0002879893502907
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_564.json,open(131); open(S6:135); open(149),open(131),11827.605035537637,11827.884644525117,0.27960898747915053,1.0000236403723863
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),open(S3:74); open(S5:120); open(S1:34),11925.51826093855,14693.52181171249,2768.0035507739394,1.232107610772808
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),open(131); open(S7:150),11925.51826093855,11925.908396410998,0.3901354724475823,1.0000327143411223
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),open(131),11925.51826093855,11925.885016840448,0.36675590189770446,1.0000307538753346
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8133.json,open(131); open(149),open(131); open(149); open(S7:150),11925.51826093855,11925.615942696422,0.09768175787212385,1.0000081909863987
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131); open(149); open(S7:150),open(131); open(141); open(S7:150),11786.553727493732,11790.057859337681,3.504131843948926,1.000297299102432
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131); open(149); open(S7:150),open(131),11786.553727493732,11786.72769579278,0.17396829904828337,1.000014759895307
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4437.json,open(131),open(131); open(141); open(S7:150),11786.72769579278,11790.057859337681,3.3301635449006426,1.0002825350369373
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2016.json,open(105); open(128); open(S6:136),open(S2:15); open(S4:96); open(S1:34),11910.102855202274,14005.538501501773,2095.4356462994983,1.1759376616453168
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9528.json,open(105); open(128); open(S6:136),open(41); open(128); open(S6:136),13982.456606775522,14044.388620966936,61.932014191414055,1.004429265609979
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_2976.json,open(105); open(128); open(S6:136),open(S2:15); open(S1:34); open(S3:70),14594.188178219136,17594.85090522295,3000.6627270038134,1.2056066901673985
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4541.json,open(125); open(131); open(S7:150),open(125); open(131); open(141),11905.037367389787,11919.24530986184,14.207942472054128,1.001193439552821
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7547.json,open(105); open(128),open(105); open(128); open(S6:136),11916.435523610855,11917.054518489816,0.61899487896153,1.0000519446337568
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(41); open(128),open(118); open(131); open(149),11922.862963652,14213.197310072295,2290.3343464202953,1.192096005246609
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(41); open(128),open(118); open(131); open(S7:149),11922.862963652,14213.197310072295,2290.3343464202953,1.192096005246609
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(41); open(128),open(118); open(131); open(S6:135),11922.862963652,14198.802970145432,2275.9400064934325,1.1908887163621569
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_7349.json,open(41); open(128),open(S1:41); open(128); open(S6:136),11922.862963652,11923.44956609461,0.5866024426104559,1.000049199797431
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1932.json,open(105); open(128); open(S6:136),open(105); open(128); open(132),11871.623177169706,12384.881565750276,513.2583885805707,1.043234053247884
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6334.json,open(105); open(128),open(105); open(128); open(S6:136),11775.167835515915,11775.752926115494,0.5850905995794164,1.0000496885146566
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1810.json,open(132),open(132); open(147); open(S8:164),11896.298653155476,12820.342367696898,924.0437145414217,1.0776748921225443
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1810.json,open(132),open(132); open(147); open(S7:150),11896.298653155476,12544.2662637502,647.9676105947237,1.0544680013075203
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_1810.json,open(132); open(147); open(S7:150),open(132); open(147); open(S8:164),12544.2662637502,12820.342367696898,276.0761039466979,1.022008150827003
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(34); open(15); open(70),12705.28894524229,15654.028468383125,2948.7395231408354,1.2320875610030924
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(131); open(149); open(S7:150),12705.28894524229,13169.067206336227,463.77826109393754,1.0365027716483068
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131),open(131); open(149),12705.28894524229,12841.843297880487,136.5543526381971,1.0107478352697623
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_9170.json,open(131); open(149),open(34); open(15); open(70),12841.843297880487,15654.028468383125,2812.1851705026384,1.218986099212625
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_8534.json,open(S4:105); open(128); open(S6:136),open(34); open(15); open(70),13223.165203592996,16323.14865593086,3099.983452337863,1.234435810534647
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6051.json,open(131); open(149); open(S7:150),open(131),11827.758631911198,11827.884644525117,0.12601261391864682,1.0000106539723916
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_3281.json,open(125); open(131); open(S7:150),open(125); open(131); open(141),11828.572544212173,11842.442560065901,13.870015853728546,1.0011725857707585
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(186),open(131); open(149); open(S7:150),13803.2343050924,14312.086889763956,508.85258467155654,1.0368647357151524
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131); open(186),open(131),13803.2343050924,14294.908808811517,491.67450371911764,1.0356202389129716
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6521.json,open(131),open(131); open(149); open(S7:150),14294.908808811517,14312.086889763956,17.178080952438904,1.0012016922375784
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(S6:136),open(S3:70); open(S4:95); open(S1:34),15868.3461950813,18879.749547190662,3011.4033521093625,1.1897742408117367
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(S6:136),open(S3:70); open(S3:72); open(S4:95),15868.3461950813,18445.922151027804,2577.575955946504,1.1624350719513212
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(S6:136),open(105); open(128); open(S130:131),15868.3461950813,16194.576943349863,326.2307482685628,1.0205585852651542
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_350.json,open(105); open(128); open(S130:131),open(S3:70); open(S4:95); open(S1:34),16194.576943349863,18879.749547190662,2685.1726038407996,1.1658069002502371
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(S2:15); open(S7:151); open(S1:34),open(118); open(149),12462.770267271915,14198.662222445382,1735.891955173467,1.1392862034640916
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(S2:15); open(S7:151); open(S1:34),open(118); open(131); open(149),12462.770267271915,14193.376451098013,1730.6061838260975,1.1388620785517316
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(S2:15); open(S7:151); open(S1:34),open(118); open(131); open(S7:149),12462.770267271915,14193.376451098013,1730.6061838260975,1.1388620785517316
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_4534.json,open(S2:15); open(S7:151); open(S1:34),open(118); open(131),12462.770267271915,14184.819040018803,1722.048772746888,1.1381754405975937
C:/Users/moham/Downloads/wildfire codes/io/psps_1762883572_6688.json,open(131),open(S1:34); open(S2:15); open(S3:70),11981.25371854441,14890.235338823673,2908.9816202792626,1.2427944260771961
